runoffs
955.6875
953.0546875
951.734375
950.890625
949.6640625
947.4765625
944.203125
940.015625
935.296875
930.359375
925.46875
920.671875
916.09375
911.734375
907.625
903.75
900.15625
896.765625
893.546875
890.5625
887.734375
885.140625
882.640625
880.140625
877.703125
875.34375
873.140625
871.03125
868.984375
867.015625
865.1875
863.4375
861.71875
859.953125
858.15625
856.515625
854.90625
853.25
851.53125
849.78125
848.03125
845.984375
843.90625
842.15625
840.5
838.921875
837.40625
835.84375
834.21875
832.65625
831.21875
829.90625
828.84375
827.890625
826.9375
826.0625
825.515625
825.609375
826.609375
828.40625
830.5625
832.734375
834.9375
837.53125
841.453125
847.75
855.78125
863.890625
870.0625
872.640625
871.28125
866.609375
860.109375
853.0
845.375
837.75
830.4375
823.84375
817.90625
812.46875
807.40625
802.65625
799.53125
798.21875
799.4375
805.65625
819.125
850.03125
925.09375
1050.25
1179.875
1282.0625
1359.28125
1413.375
1454.59375
1495.15625
1543.5
1602.125
1665.59375
1729.1875
1804.09375
1903.1875
2018.5
2124.3125
2204.8125
2262.5625
2302.03125
2322.9375
2325.125
2311.125
2295.9375
2308.3125
2413.59375
2588.4375
2686.09375
2697.6875
2614.375
2484.71875
2351.1875
2238.28125
2189.6875
2132.75
2011.03125
1868.34375
1768.46875
1686.59375
1635.8125
1629.34375
1647.8125
1692.71875
1759.03125
1858.09375
2052.21875
2368.03125
2757.65625
3218.28125
3880.8125
4718.5625
5537.71875
6168.78125
6562.3125
6848.125
7171.40625
7697.34375
8327.5
8534.09375
8139.25
7521.5
6998.53125
6694.40625
6617.75
6720.15625
6868.59375
6942.21875
6928.78125
6898.75
6886.5625
6863.625
6811.0
6732.96875
6677.0625
6655.15625
6696.09375
6811.03125
6989.6875
7220.5
7438.09375
7700.125
8079.5
8437.921875
8617.828125
8621.15625
8525.5
8391.09375
8271.390625
8191.890625
8156.875
8165.671875
8202.84375
8335.3125
8598.421875
8915.75
9203.796875
9516.34375
10285.015625
11869.8125
13393.40625
13733.640625
13197.078125
12608.203125
12310.875
12146.390625
11908.578125
11560.515625
11208.5
10915.984375
10695.40625
10569.46875
10501.59375
10372.78125
10106.875
9769.78125
9436.296875
9121.03125
8831.28125
8590.09375
8350.734375
8176.09375
8130.390625
8231.484375
8604.578125
9284.1875
9975.546875
10389.890625
10630.59375
10855.65625
11062.796875
11165.46875
11192.96875
11200.84375
11164.65625
11000.96875
10719.328125
10458.5625
10369.859375
10394.6875
10395.203125
10670.234375
11366.421875
11964.125
12343.109375
12404.34375
12077.078125
11731.984375
11476.109375
11220.8359375
10915.6484375
10546.59375
10129.265625
9703.4140625
9327.234375
9086.6484375
9035.1328125
9033.2109375
8986.28125
8954.6171875
8973.796875
9128.7265625
9446.921875
9800.3125
10106.234375
10334.8046875
10480.1953125
10597.4609375
10720.015625
10774.2734375
10687.625
10481.2734375
10231.6640625
9994.2421875
9806.0546875
9700.078125
9700.2890625
9842.9609375
10129.078125
10448.8828125
10647.8359375
10663.21875
10537.9765625
10338.8046875
10138.8984375
9987.1953125
9947.734375
10104.125
10406.2734375
10649.6953125
10693.296875
10562.6171875
10348.6640625
10122.4140625
9912.9296875
9728.390625
9541.765625
9332.359375
9122.7734375
8946.0625
8799.8125
8634.9609375
8418.6796875
8162.40625
7890.1328125
7620.0625
7366.15625
7133.2109375
6919.9140625
6729.6875
6563.0546875
6410.4609375
6250.8515625
6060.875
5840.59375
5609.4609375
5385.109375
5176.3125
4985.453125
4809.8515625
4643.1796875
4481.7421875
4324.5234375
4171.515625
