runoffs
482.8828125
480.2421875
477.1015625
473.8125
470.546875
467.4140625
464.453125
461.671875
459.125
456.8125
454.75
452.921875
451.3125
449.859375
448.484375
447.203125
446.015625
444.8125
443.6875
442.6875
441.75
440.8125
439.921875
439.09375
438.3125
437.640625
437.0
436.34375
435.71875
435.125
434.5625
434.0
433.390625
432.75
432.125
431.515625
430.90625
430.359375
429.859375
429.375
428.875
428.15625
427.53125
427.125
426.78125
426.46875
426.15625
425.84375
425.515625
425.375
425.8125
427.234375
429.9375
433.546875
437.109375
439.984375
442.40625
445.421875
450.640625
459.34375
470.765625
481.828125
488.9375
490.59375
487.96875
482.609375
475.84375
468.84375
462.125
455.859375
450.109375
444.703125
439.96875
435.9375
432.3125
429.5
428.09375
430.4375
437.84375
447.1875
460.3125
482.625
527.75
624.71875
754.09375
841.78125
877.375
895.875
907.0
913.5625
925.5625
946.0625
969.15625
989.90625
1004.8125
1015.65625
1028.5625
1051.125
1083.5
1122.53125
1164.125
1195.75
1205.46875
1193.125
1168.1875
1142.46875
1125.40625
1131.6875
1211.6875
1419.28125
1676.09375
1864.25
1968.5
1912.40625
1757.625
1603.28125
1458.0
1324.46875
1175.71875
1022.65625
885.28125
764.8125
665.09375
610.84375
592.15625
590.1875
610.875
648.59375
728.71875
856.6875
1000.375
1120.125
1206.625
1283.875
1377.90625
1506.21875
1657.40625
1790.15625
1889.25
1957.875
2014.5
2071.71875
2133.78125
2195.71875
2240.6875
2243.53125
2222.8125
2204.3125
2209.125
2239.40625
2287.78125
2337.0625
2374.03125
2389.59375
2394.5625
2379.5
2341.40625
2297.4375
2254.75
2209.71875
2172.0
2156.15625
2169.28125
2196.125
2237.15625
2325.34375
2454.3125
2574.53125
2683.78125
2791.8125
2872.515625
2919.34375
2943.71875
2984.0625
3039.25
3111.296875
3257.71875
3503.9375
3789.390625
3990.046875
4105.40625
4230.3125
4391.34375
4546.3125
4666.671875
4700.859375
4654.515625
4605.765625
4602.359375
4604.84375
4548.078125
4425.75
4309.984375
4235.109375
4202.8125
4171.796875
4141.359375
4113.640625
4050.109375
3945.953125
3833.796875
3736.828125
3644.296875
3535.65625
3420.46875
3316.296875
3268.8125
3335.71875
3468.578125
3630.421875
3852.4375
4033.640625
4107.109375
4130.53125
4125.390625
4074.609375
