runoffs,d2m,skt,ssro,src,slhf,str,pev,e,tp
628.47656,284.50543,290.4745,0.1405054206315981,0.00016091785196015174,-4186954.0,-3986842.0,-21.144378024473554,-1.8080207837556372,0.00046022506638987437
644.9375,282.4942,291.16144,0.13751234817505065,-5.1516591392172574e-17,-4252664.0,-3763248.0,-22.359478407452116,-1.8363956542089,0.0
654.7422,286.72003,292.50116,0.13457157521656882,0.00048275354547211435,-4002276.0,-3407167.0,-20.431088159966748,-1.7282717976740969,0.0027790839629560082
639.4375,288.2433,294.43073,0.1317836719749721,0.00022528499898921694,-4031234.0,-3608135.0,-19.305030491523212,-1.7407771224497992,0.0009268868172984668
622.4922,288.38184,294.93542,0.12904003199309955,0.00083677281770278,-3837124.0,-2934355.0,-18.588922102935612,-1.6569570675528666,0.02475560290093881
606.8672,288.59106,295.1004,0.12648142799775997,0.0009976906800712726,-3915102.0,-2614857.0,-18.058377918350743,-1.6906280961848097,0.21788286375112875
592.1406,288.15485,294.52478,0.12393491033435566,0.005696491944817694,-4002840.0,-3272193.0,-19.13286450871965,-1.7285161675317795,0.06936524954426204
579.625,286.68573,290.57385,0.12195963705607937,0.17221428549873963,-3923876.0,-793892.0,-6.538853085658047,-1.694417790076841,1.680291404682066
568.96875,285.46094,285.4831,0.12074471555933997,1.0594831678645278,-1862850.0,-420199.0,-0.8044565333875653,-0.8044202957080415,30.6451083815773
559.59375,283.38458,283.41403,0.1197590933088577,1.0588716463644232,-2174336.0,-506704.0,-0.9768276640897966,-0.9389265471781982,2.8600613291018817
551.0469,283.0453,284.53143,0.1188217417791293,0.14022382188727534,-3041990.0,-755137.0,-3.0150254133332055,-1.3135995970969816,0.4109519977646414
541.9844,281.72574,284.01495,0.11756255702266571,0.0011586085424397652,-4632444.0,-2618307.0,-10.21732168737799,-2.000393067191908,0.036286976090593726
533.2656,281.2528,285.33923,0.11593326831871309,6.436714182489478e-05,-6040188.0,-4282711.0,-15.66633909533266,-2.608288411920512,0.0018569918935895657
526.0781,283.74896,287.8988,0.11413903422408112,6.436714182489478e-05,-6445746.0,-4086299.0,-15.914916275505675,-2.7834171874019376,0.0004618341126194636
519.34375,287.08997,289.77744,0.11236894081889659,3.218357091244739e-05,-6152068.0,-3462265.0,-15.143066320888465,-2.6566008273221087,0.002336527304969138
512.6875,287.85342,291.35553,0.110816081644316,0.0005471207237262021,-4466816.0,-1770772.0,-9.295938525610836,-1.92887114280893,0.004755122628985475
506.64062,283.58444,287.19562,0.10961724328240052,0.026969831701251223,-4976054.0,-1138183.0,-6.513914740935434,-2.1487712729140185,2.0541806975415966
500.73438,285.33496,289.55252,0.10850691012365132,0.01148953465701652,-4026122.0,-1204603.0,-8.401199011132121,-1.7385704609296226,0.0286272872074278
494.90625,285.2616,287.28845,0.10730807176173585,0.015029728128723718,-2301730.0,-797778.0,-5.794257276647841,-0.9939382437096356,0.05493412658097441
489.125,287.33002,289.49756,0.10636267333552496,0.032441039188313425,-5647916.0,-2521653.0,-9.719929948914796,-2.438896274270519,0.9906682407745393
484.26562,285.73495,289.36343,0.10512762926850883,0.00022528499898921694,-5551424.0,-2574889.0,-11.34161470872641,-2.3972295934981958,0.08729793421480281
488.17188,286.36145,290.5819,0.10355064006262182,0.00041838640885139,-6912700.0,-3916901.0,-17.142474916909123,-2.9850584724044893,0.0009204500495130219
499.90625,286.10834,291.6781,0.10185295806763861,-5.05799216191403e-17,-7097710.0,-4287820.0,-17.489232504885877,-3.064950192310789,0.0
518.2969,286.156,292.57324,0.10013113538320795,-4.964326131243889e-17,-7183650.0,-4148388.0,-18.961458408739418,-3.1020609867482563,0.0
531.1719,286.8554,292.08917,0.09838115389015911,-3.512494846133742e-17,-7220870.0,-4377788.0,-18.891160380007932,-3.1181334634311497,0.0
526.5469,286.95166,291.6942,0.096635190516281,-2.599246668921843e-17,-7088360.0,-4511476.0,-19.52620959855267,-3.060913059016457,0.0
515.9844,287.07916,292.39255,0.09490934971267961,0.00012873428364978956,-7023334.0,-4507055.0,-19.80646175070433,-3.0328328648465686,0.000928495863528056
512.59375,287.0064,293.32947,0.09317948013176647,-3.746661579416995e-17,-7049786.0,-4443941.0,-20.792565919691697,-3.0442549814324593,0.0
508.65625,287.9317,293.3221,0.0914455924316826,0.00022528499898921694,-6978696.0,-4368544.0,-20.325374407548225,-3.0135568067635177,0.0004698800099012246
496.875,287.62454,294.2045,0.08975997545235259,-4.776993123270521e-17,-6421520.0,-3689497.0,-19.570041331462562,-2.7729565204026585,0.007740148522117352
484.04688,287.58447,293.6502,0.08819102781387755,0.006758549719876328,-5866316.0,-3157767.0,-18.11782203731127,-2.533206156840606,0.15143978870924002
475.0,288.32373,291.40845,0.08690368957786632,0.11631142982082565,-4760986.0,-2273124.0,-10.831259942278848,-2.0559004951792303,0.5871908399512904
469.60938,288.5296,291.19638,0.08595829648072595,0.02899739648398736,-4861928.0,-1810191.0,-8.619809932497446,-2.099489222473494,0.8661564265821653
465.0625,289.24844,292.7639,0.08494048664431375,0.0004505699979784339,-4843734.0,-2377854.0,-12.675874131673481,-2.0916334051435115,0.08346004420900499
459.26562,285.6661,294.01642,0.08355659630865375,-2.599246668921843e-17,-6346812.0,-3535590.0,-20.52590434686863,-2.740695435932139,0.006951651254638591
454.625,284.7679,293.9812,0.08200373713407316,3.218357091244739e-05,-6624796.0,-4074571.0,-22.159837953950046,-2.8607352646758955,0.029773021381629405
