runoffs,d2m,skt,ssro,src,slhf,str,pev,e,tp
1724.9922,274.07574,274.64636,3.6034438153365045,0.03338027187993475,-1241748.0,-1970800.0,-7.054210527712712,-3.5950107530879905,1.386430170668973
1727.6016,274.9395,275.29034,3.57244789483957,0.07001187363187,-1599846.0,-2736696.0,-8.380995950574288,-4.653459313885833,0.27267781632644983
1727.3906,278.44073,277.38202,3.5415062029642286,0.029912192722747477,-2546100.0,-3836604.0,-12.728829915431561,-7.406742952298373,0.13105030660653938
1695.7812,276.12415,280.3819,3.5097514228255022,0.0015172851308697943,-3887822.0,-4572897.0,-19.256462110206485,-11.307770591884037,0.006892809656378063
1636.8438,269.85254,272.78503,3.478863959571754,0.6142837065681306,-1987448.0,-2192286.0,-9.04404964785499,-5.775546014774591,36.47937137429835
1583.5469,271.96606,271.77228,3.450523195169808,0.040966699366151715,-1166788.0,-2683482.0,-6.1046339396853,-3.3741576999091194,0.16191664542475337
1539.8281,271.5904,272.86853,3.4226701473016874,0.15931493990706258,-825220.0,-1373237.0,-4.084179522578779,-2.3541492168988043,8.980767233879305
1505.0938,268.89276,269.73596,3.3955217304537655,0.02037497237594721,-1120248.0,-1615132.0,-4.970463464815111,-3.081016870964959,48.07790901395492
1478.5312,269.58203,269.46356,3.3692399483697955,0.04508504503064614,-465246.0,-1196132.0,-1.1952142529025878,-1.1939070532207552,8.426514568782295
1457.7188,270.31622,270.4316,3.343690082147077,0.18077368935109916,-328446.0,-974580.0,-0.843827280050391,-0.8428654041381378,28.714594009215944
1439.8281,267.94177,268.20135,3.318465246593405,0.21697178453905508,-364050.0,-1866085.0,-0.935541777380422,-0.9342683426893927,0.6953501241468985
1424.75,266.67105,262.02472,3.293538497928239,0.23366192181129009,-425142.0,-3200929.0,-1.0925807885087124,-1.0910363812399737,0.008670200557503449
1407.875,268.23523,265.05408,3.2688283226889325,0.24319912483861117,-535300.0,-2615055.0,-1.3751209451129398,-1.3736849098222592,0.03813804472230231
1389.4375,269.97552,270.02576,3.244335061935999,0.2952203388417729,-416520.0,-1679049.0,-1.0699840800043603,-1.068873160647854,0.21200807509558217
1372.0,269.96692,270.9454,3.2199499173657387,0.4196377005882823,-589410.0,-1424178.0,-1.5137087530092685,-1.5125029335649742,0.40275251933508116
1358.1406,271.04483,270.76373,3.195944373146631,0.5403702658668408,-412454.0,-1296634.0,-1.0596611161872715,-1.0584351741727005,0.7414647029690968
1343.125,273.57468,270.29718,3.1726973475088016,0.6294565935149876,-208698.0,-1376333.0,-0.5925540165208076,-0.5459042711208895,0.3740107956673455
1329.5,270.39746,270.78104,3.1511303859588224,0.8223685199482134,-585698.0,-929213.0,-1.504063050106197,-1.5029588666948257,31.757104807184078
1316.9688,270.1405,269.05212,3.131730863970006,0.8518472327523341,-435200.0,-1662646.0,-1.1181849686181522,-1.1168235403147264,0.24772926110472326
1303.4688,270.93158,266.34912,3.1138214353632065,0.8620347102805681,-415416.0,-2374696.0,-1.067897812845331,-1.066095990154281,0.05159853344594012
1289.9219,271.81503,266.9943,3.097266699114698,0.8704881508947437,-448568.0,-2909886.0,-1.2268604905329994,-1.1630125982264872,0.00932046573254297
1281.7656,271.46106,269.37683,3.9900805859360844,0.39861247103090136,-910974.0,-2967790.0,-3.583204261303763,-2.501976098301384,0.0409883753604845
1282.7656,273.03607,271.82263,3.074344704145915,0.13287082367696712,-1457782.0,-3018000.0,-7.15711530574481,-4.130043294026109,0.017015269193620952
1296.6094,275.03296,273.98926,3.067517013732868,0.05809034320236606,-1394650.0,-2607139.0,-7.155326784413774,-4.034752350889903,0.1641919240569223
1298.5938,275.4394,275.2708,3.061854386032792,0.005852385243088065,-1828476.0,-2894137.0,-9.467805739404866,-5.307585070113419,0.07456372586034377
1287.2344,276.40283,277.40515,3.058250740650692,0.029912192722747477,-2263948.0,-3056974.0,-11.965147677983623,-6.578236707355245,0.18516296762527418
1271.4531,276.56354,277.87692,3.056787591049215,0.031646232301341115,-2306708.0,-2931883.0,-11.797217666753568,-6.707937927785679,0.9132647278420336
1266.0,276.53766,277.9525,3.0564083317585755,0.11878175243396072,-2661736.0,-3446919.0,-13.175671028875513,-7.7412291830114555,0.8291962956263887
1264.0156,269.45905,272.6893,3.0557852142010233,0.07629776810347266,-1982372.0,-2597242.0,-11.35685261033359,-5.738839718105737,3.051065277759335
1252.4844,268.15384,271.9291,3.054565922866459,0.1337378421339963,-1996012.0,-2762062.0,-11.648468898783904,-5.768548817286501,2.732197060595354
1239.7031,268.41064,271.742,3.0521003964167903,0.05765683397385146,-1867638.0,-2779321.0,-10.413398740638513,-5.368717097553599,2.81673146673711
1236.6562,274.36475,274.4065,3.0479548058792716,1.3380287384734402,-2466640.0,-4385061.0,-12.6873746921774,-7.169111086113844,19.6580635929422
1247.5,267.8714,275.32138,3.04177751786483,0.07304644356054268,-4016864.0,-5342037.0,-19.917646113754017,-11.6800674732076,1.3589455534201988
1254.7031,273.05118,275.31662,3.0337574798977585,0.006936160312775996,-2314986.0,-3762204.0,-11.969997558480827,-6.732471774739679,0.07992841588588817
1247.1875,268.2794,272.11212,3.0257916705522803,0.00975397562719138,-1518330.0,-1965181.0,-9.388011903865845,-4.376148467599705,6.9125346726650605
1232.3125,267.46713,270.93433,3.017825861206802,0.0013005301002788627,-1450748.0,-1771617.0,-7.258095820361632,-4.044635261379881,2.931091444224876
1216.625,272.54926,274.0495,3.0086680453678127,0.01647338132571008,-2191970.0,-3540199.0,-11.559491667867405,-6.367639343807241,0.7933233803214534
1200.8594,267.93323,270.9668,2.9989682843734045,0.005418875348439656,-1452070.0,-1803786.0,-8.337156714333105,-4.122775294490566,8.293978453366435
1192.3438,270.9193,272.843,2.989810468534415,0.019941461815164985,-957562.0,-1409407.0,-5.017120201955549,-2.7083845566266973,2.3449857735613477
1185.7969,270.48303,272.13043,2.9802730523442733,0.0342472930014992,-1558824.0,-2488189.0,-8.212956117858994,-4.463754635253281,1.9766107470786665
1179.25,272.68924,274.33496,2.9697063155254,0.056573060902564976,-2348206.0,-3801101.0,-11.958346931351116,-6.823068360972684,0.380188296844608
1180.5781,273.22696,272.68085,2.9585164611489745,0.06177518230288115,-1941282.0,-4017227.0,-9.534566288493806,-5.639000050905452,0.47785165691038856
1187.2031,274.45667,276.7097,2.9469470064213965,0.31862987981412516,-3321606.0,-4512818.0,-15.843761502765119,-9.661313242759206,0.8935833193390863
1192.5625,276.20416,277.115,2.935242150670092,0.3576457743292849,-2619462.0,-3373255.0,-12.722787687380332,-7.618248218932422,3.11828114263335
1184.5312,275.2852,276.50238,2.9245669566080323,1.3766111237600853,-3208186.0,-3606639.0,-14.908951470715692,-9.330687134934124,47.64380173583049
1166.4531,275.802,275.95325,2.9167096045057406,1.2563120890263235,-1850578.0,-1914034.0,-8.171582749127992,-5.380143988986674,5.881430979570723
1147.4375,274.5783,275.209,2.91687229037052,1.3252401629415544,-2175546.0,-2707726.0,-9.392130550622824,-6.320027296169428,10.640309028531192
1128.8594,269.1437,276.839,2.924702698692272,0.0021675501393758623,-4200170.0,-4532853.0,-20.031144231325015,-12.209993656142615,0.05722332474533687
1112.5625,273.46722,278.83347,2.935459065156465,0.2039664650510531,-3770786.0,-4136229.0,-19.249227534601232,-10.96532537303574,3.456180365901673
1103.4375,269.90686,278.92365,2.945971573353745,0.005418875348439656,-4666906.0,-4464184.0,-24.525044864276424,-13.56866141577484,0.6456264856069538
1097.9844,275.28326,280.089,2.952745376205712,0.19312871302190615,-4715234.0,-4593647.0,-23.268272343557328,-13.712912277696887,0.6055051500197806
1097.8281,276.7874,280.6056,2.9562675081251655,0.011921526432701057,-4360404.0,-4692874.0,-20.873888388450723,-12.681402040470857,0.12524105486022563
